23	3	91
23	187	83
23	6	81
23	145	81
24	8	318
24	61	129
24	305	103
24	288	97
24	3	91
24	187	83
24	6	81
24	145	81
24	331	80
24	96	76
25	8	318
25	50	174
25	61	129
25	19	109
25	305	103
25	288	97
25	3	91
25	187	83
25	145	81
25	331	80
26	8	318
26	50	174
26	61	129
26	19	109
26	305	103
26	288	97
26	3	91
26	187	83
26	145	81
26	331	80
27	8	318
27	50	174
27	61	129
27	19	109
27	305	103
27	288	97
27	3	91
27	187	83
27	6	81
27	145	81
28	8	318
28	50	174
28	61	129
28	19	109
28	288	97
28	3	91
28	187	83
28	6	81
28	145	81
28	331	80
29	8	318
29	50	174
29	61	129
29	19	109
29	305	103
29	288	97
29	3	91
29	6	81
29	145	81
29	331	80
30	8	318
30	50	174
30	61	129
30	19	109
30	305	103
30	288	97
30	3	91
30	187	83
30	6	81
30	145	81
31	8	318
31	50	174
31	61	129
31	19	109
31	305	103
31	288	97
31	3	91
31	187	83
31	6	81
31	145	81
32	8	318
32	50	174
32	61	129
32	305	103
32	288	97
32	3	91
32	187	83
32	6	81
32	145	81
32	331	80
33	8	318
33	50	174
33	61	129
33	19	109
33	305	103
33	288	97
33	3	91
33	187	83
33	6	81
33	145	81
34	8	318
34	50	174
34	61	129
34	19	109
34	305	103
34	288	97
34	3	91
34	187	83
34	6	81
34	145	81
35	8	318
35	50	174
35	61	129
35	19	109
35	305	103
35	288	97
35	3	91
35	187	83
35	6	81
35	145	81
36	8	318
36	50	174
36	61	129
36	19	109
36	305	103
36	3	91
36	6	81
36	145	81
36	331	80
36	96	76
37	8	318
37	50	174
37	61	129
37	19	109
37	305	103
37	288	97
37	3	91
37	187	83
37	6	81
37	145	81
38	8	318
38	50	174
38	61	129
38	19	109
38	305	103
38	288	97
38	3	91
38	187	83
38	6	81
38	145	81
39	8	318
39	50	174
39	19	109
39	305	103
39	288	97
39	3	91
39	187	83
39	6	81
39	145	81
39	331	80
40	8	318
40	50	174
40	61	129
40	19	109
40	305	103
40	288	97
40	187	83
40	145	81
40	331	80
40	96	76
41	8	318
41	50	174
41	61	129
41	19	109
41	305	103
41	288	97
41	3	91
41	187	83
41	6	81
41	145	81
42	50	174
42	61	129
42	19	109
42	288	97
42	3	91
42	187	83
42	145	81
42	331	80
42	96	76
42	254	76
43	8	318
43	50	174
43	61	129
43	19	109
43	305	103
43	288	97
43	3	91
43	187	83
43	6	81
43	145	81
44	8	318
44	50	174
44	19	109
44	305	103
44	288	97
44	3	91
44	187	83
44	6	81
44	145	81
44	96	76
45	8	318
45	50	174
45	61	129
45	19	109
45	305	103
45	288	97
45	3	91
45	187	83
45	6	81
45	145	81
46	8	318
46	50	174
46	61	129
46	305	103
46	288	97
46	3	91
46	187	83
46	145	81
46	96	76
46	254	76
47	8	318
47	50	174
47	61	129
47	19	109
47	305	103
47	288	97
47	3	91
47	187	83
47	6	81
47	145	81
48	50	174
48	19	109
48	305	103
48	3	91
48	187	83
48	6	81
48	145	81
48	331	80
48	96	76
48	254	76
49	8	318
49	50	174
49	19	109
49	305	103
49	288	97
49	3	91
49	187	83
49	6	81
49	145	81
49	331	80
50	8	318
50	50	174
50	61	129
50	19	109
50	305	103
50	288	97
50	3	91
50	187	83
50	6	81
50	145	81
51	61	129
51	19	109
51	305	103
51	288	97
51	3	91
51	187	83
51	6	81
51	145	81
51	331	80
51	96	76
52	8	318
52	50	174
52	61	129
52	19	109
52	305	103
52	3	91
52	187	83
52	6	81
52	145	81
52	331	80
53	8	318
53	50	174
53	61	129
53	19	109
53	288	97
53	3	91
53	187	83
53	6	81
53	145	81
53	331	80
54	50	174
54	61	129
54	19	109
54	305	103
54	288	97
54	3	91
54	187	83
54	6	81
54	145	81
54	331	80
55	8	318
55	61	129
55	19	109
55	305	103
55	288	97
55	3	91
55	187	83
55	6	81
55	145	81
55	331	80
56	8	318
56	50	174
56	61	129
56	19	109
56	305	103
56	288	97
56	3	91
56	187	83
56	6	81
56	145	81
57	8	318
57	50	174
57	61	129
57	19	109
57	305	103
57	288	97
57	3	91
57	187	83
57	6	81
57	145	81
58	8	318
58	61	129
58	19	109
58	305	103
58	288	97
58	3	91
58	187	83
58	6	81
58	145	81
58	331	80
59	8	318
59	50	174
59	61	129
59	305	103
59	288	97
59	3	91
59	187	83
59	6	81
59	145	81
59	331	80
60	50	174
60	61	129
60	19	109
60	305	103
60	288	97
60	3	91
60	187	83
60	6	81
60	331	80
60	96	76
61	50	174
61	19	109
61	305	103
61	288	97
61	3	91
61	6	81
61	145	81
61	331	80
61	96	76
61	254	76
62	8	318
62	50	174
62	61	129
62	305	103
62	288	97
62	3	91
62	6	81
62	145	81
62	331	80
62	96	76
63	8	318
63	50	174
63	61	129
63	19	109
63	305	103
63	288	97
63	3	91
63	187	83
63	6	81
63	145	81
64	8	318
64	50	174
64	61	129
64	19	109
64	305	103
64	288	97
64	3	91
64	187	83
64	6	81
64	145	81
65	50	174
65	61	129
65	305	103
65	288	97
65	3	91
65	187	83
65	6	81
65	145	81
65	331	80
65	96	76
66	8	318
66	19	109
66	305	103
66	288	97
66	3	91
66	187	83
66	145	81
66	331	80
66	96	76
66	254	76
67	8	318
67	61	129
67	19	109
67	305	103
67	288	97
67	3	91
67	187	83
67	6	81
67	145	81
67	96	76
68	8	318
68	50	174
68	61	129
68	19	109
68	305	103
68	288	97
68	3	91
68	187	83
68	6	81
68	145	81
69	50	174
69	61	129
69	19	109
69	305	103
69	288	97
69	3	91
69	187	83
69	6	81
69	145	81
69	331	80
70	8	318
70	50	174
70	19	109
70	305	103
70	288	97
70	3	91
70	187	83
70	6	81
70	145	81
70	331	80
71	50	174
71	61	129
71	19	109
71	305	103
71	288	97
71	187	83
71	6	81
71	145	81
71	331	80
71	96	76
72	8	318
72	50	174
72	61	129
72	19	109
72	305	103
72	3	91
72	187	83
72	6	81
72	331	80
72	96	76
73	50	174
73	61	129
73	19	109
73	305	103
73	288	97
73	187	83
73	6	81
73	145	81
73	331	80
73	96	76
74	8	318
74	50	174
74	61	129
74	19	109
74	305	103
74	288	97
74	3	91
74	187	83
74	6	81
74	145	81
75	8	318
75	50	174
75	61	129
75	19	109
75	305	103
75	288	97
75	3	91
75	187	83
75	6	81
75	145	81
76	8	318
76	50	174
76	61	129
76	19	109
76	305	103
76	288	97
76	3	91
76	187	83
76	6	81
76	145	81
77	8	318
77	50	174
77	61	129
77	19	109
77	305	103
77	288	97
77	3	91
77	187	83
77	6	81
77	145	81
78	8	318
78	50	174
78	61	129
78	19	109
78	305	103
78	288	97
78	3	91
78	187	83
78	6	81
78	145	81
79	8	318
79	50	174
79	61	129
79	19	109
79	305	103
79	288	97
79	3	91
79	187	83
79	6	81
79	145	81
80	8	318
80	50	174
80	61	129
80	19	109
80	305	103
80	288	97
80	3	91
80	187	83
80	6	81
80	145	81
81	8	318
81	50	174
81	61	129
81	19	109
81	305	103
81	3	91
81	6	81
81	145	81
81	96	76
81	254	76
82	8	318
82	50	174
82	61	129
82	19	109
82	305	103
82	288	97
82	3	91
82	6	81
82	145	81
82	331	80
83	8	318
83	50	174
83	61	129
83	19	109
83	305	103
83	288	97
83	3	91
83	187	83
83	6	81
83	145	81
84	8	318
84	61	129
84	19	109
84	305	103
84	3	91
84	187	83
84	6	81
84	145	81
84	331	80
84	96	76
85	8	318
85	50	174
85	61	129
85	19	109
85	288	97
85	3	91
85	187	83
85	145	81
85	331	80
85	96	76
86	8	318
86	50	174
86	61	129
86	19	109
86	305	103
86	288	97
86	3	91
86	187	83
86	6	81
86	145	81
87	8	318
87	50	174
87	61	129
87	19	109
87	305	103
87	288	97
87	3	91
87	187	83
87	6	81
87	145	81
88	8	318
88	50	174
88	61	129
88	19	109
88	305	103
88	288	97
88	3	91
88	187	83
88	6	81
88	145	81
89	8	318
89	61	129
89	19	109
89	288	97
89	3	91
89	187	83
89	6	81
89	145	81
89	331	80
89	96	76
90	61	129
90	19	109
90	305	103
90	288	97
90	187	83
90	145	81
90	331	80
90	96	76
90	254	76
90	278	75
91	8	318
91	50	174
91	61	129
91	19	109
91	305	103
91	288	97
91	3	91
91	187	83
91	6	81
91	145	81
92	8	318
92	50	174
92	61	129
92	19	109
92	305	103
92	288	97
92	3	91
92	187	83
92	145	81
92	331	80
93	50	174
93	61	129
93	19	109
93	305	103
93	288	97
93	3	91
93	187	83
93	6	81
93	145	81
93	331	80
94	50	174
94	61	129
94	19	109
94	305	103
94	288	97
94	3	91
94	187	83
94	6	81
94	145	81
94	331	80
95	8	318
95	50	174
95	61	129
95	19	109
95	305	103
95	288	97
95	187	83
95	6	81
95	145	81
95	331	80
96	50	174
96	61	129
96	19	109
96	305	103
96	288	97
96	3	91
96	187	83
96	6	81
96	145	81
96	96	76
97	8	318
97	61	129
97	19	109
97	305	103
97	288	97
97	3	91
97	187	83
97	6	81
97	145	81
97	331	80
98	8	318
98	50	174
98	61	129
98	19	109
98	305	103
98	288	97
98	3	91
98	187	83
98	6	81
98	145	81
99	8	318
99	50	174
99	61	129
99	19	109
99	305	103
99	288	97
99	3	91
99	187	83
99	6	81
99	331	80
100	8	318
100	50	174
100	61	129
100	19	109
100	305	103
100	288	97
100	3	91
100	187	83
100	6	81
100	145	81
101	8	318
101	50	174
101	61	129
101	19	109
101	305	103
101	288	97
101	3	91
101	6	81
101	145	81
101	331	80
102	8	318
102	50	174
102	61	129
102	19	109
102	305	103
102	288	97
102	3	91
102	187	83
102	6	81
102	145	81
103	8	318
103	50	174
103	61	129
103	19	109
103	305	103
103	288	97
103	3	91
103	187	83
103	6	81
103	145	81
104	8	318
104	50	174
104	19	109
104	305	103
104	288	97
104	3	91
104	187	83
104	6	81
104	145	81
104	331	80
105	8	318
105	50	174
105	61	129
105	305	103
105	288	97
105	3	91
105	187	83
105	6	81
105	145	81
105	331	80
106	8	318
106	50	174
106	61	129
106	19	109
106	305	103
106	3	91
106	145	81
106	331	80
106	96	76
106	254	76
107	8	318
107	50	174
107	19	109
107	305	103
107	288	97
107	3	91
107	187	83
107	6	81
107	145	81
107	331	80
108	8	318
108	50	174
108	61	129
108	19	109
108	305	103
108	288	97
108	3	91
108	187	83
108	6	81
108	145	81
109	50	174
109	19	109
109	305	103
109	288	97
109	3	91
109	187	83
109	6	81
109	145	81
109	331	80
109	96	76
110	50	174
110	19	109
110	305	103
110	288	97
110	3	91
110	187	83
110	6	81
110	145	81
110	331	80
110	96	76
111	8	318
111	50	174
111	61	129
111	19	109
111	305	103
111	288	97
111	3	91
111	187	83
111	6	81
111	145	81
112	8	318
112	50	174
112	61	129
112	19	109
112	305	103
112	288	97
112	3	91
112	187	83
112	6	81
112	331	80
113	8	318
113	61	129
113	305	103
113	288	97
113	3	91
113	187	83
113	6	81
113	145	81
113	331	80
113	96	76
114	8	318
114	50	174
114	61	129
114	19	109
114	288	97
114	3	91
114	187	83
114	6	81
114	145	81
114	331	80
115	8	318
115	50	174
115	61	129
115	19	109
115	305	103
115	288	97
115	3	91
115	187	83
115	6	81
115	145	81
116	8	318
116	50	174
116	61	129
116	19	109
116	305	103
116	288	97
116	3	91
116	187	83
116	6	81
116	145	81
117	8	318
117	61	129
117	19	109
117	305	103
117	288	97
117	3	91
117	187	83
117	6	81
117	145	81
117	331	80
118	8	318
118	61	129
118	19	109
118	288	97
118	3	91
118	187	83
118	6	81
118	145	81
118	331	80
118	96	76
119	8	318
119	50	174
119	61	129
119	19	109
119	305	103
119	288	97
119	3	91
119	187	83
119	6	81
119	145	81
120	50	174
120	61	129
120	19	109
120	305	103
120	288	97
120	3	91
120	187	83
120	6	81
120	96	76
120	254	76
121	50	174
121	61	129
121	19	109
121	288	97
121	3	91
121	187	83
121	6	81
121	145	81
121	331	80
121	96	76
122	8	318
122	61	129
122	19	109
122	305	103
122	288	97
122	3	91
122	187	83
122	6	81
122	145	81
122	331	80
123	8	318
123	50	174
123	61	129
123	19	109
123	305	103
123	288	97
123	3	91
123	187	83
123	6	81
123	145	81
124	8	318
124	50	174
124	61	129
124	19	109
124	305	103
124	288	97
124	3	91
124	6	81
124	145	81
124	331	80
125	8	318
125	50	174
125	61	129
125	19	109
125	305	103
125	288	97
125	3	91
125	6	81
125	145	81
125	96	76
126	8	318
126	61	129
126	19	109
126	305	103
126	288	97
126	3	91
126	187	83
126	6	81
126	145	81
126	331	80
127	8	318
127	50	174
127	61	129
127	19	109
127	305	103
127	288	97
127	3	91
127	187	83
127	6	81
127	145	81
128	50	174
128	61	129
128	288	97
128	3	91
128	187	83
128	6	81
128	331	80
128	96	76
128	254	76
128	278	75
129	50	174
129	61	129
129	19	109
129	305	103
129	288	97
129	3	91
129	6	81
129	145	81
129	331	80
129	96	76
130	8	318
130	50	174
130	19	109
130	305	103
130	288	97
130	3	91
130	187	83
130	145	81
130	331	80
130	96	76
131	8	318
131	50	174
131	61	129
131	19	109
131	305	103
131	288	97
131	3	91
131	187	83
131	6	81
131	145	81
132	8	318
132	50	174
132	61	129
132	19	109
132	305	103
132	288	97
132	3	91
132	6	81
132	145	81
132	331	80
133	50	174
133	61	129
133	19	109
133	305	103
133	3	91
133	187	83
133	6	81
133	331	80
133	96	76
133	254	76
134	8	318
134	50	174
134	61	129
134	19	109
134	305	103
134	288	97
134	3	91
134	187	83
134	6	81
134	145	81
135	8	318
135	50	174
135	61	129
135	19	109
135	305	103
135	288	97
135	187	83
135	6	81
135	145	81
135	331	80
136	8	318
136	50	174
136	19	109
136	305	103
136	288	97
136	3	91
136	187	83
136	6	81
136	145	81
136	331	80
137	61	129
137	305	103
137	288	97
137	3	91
137	187	83
137	6	81
137	331	80
137	96	76
137	278	75
137	7	72
138	8	318
138	50	174
138	61	129
138	19	109
138	305	103
138	288	97
138	3	91
138	187	83
138	6	81
138	145	81
139	8	318
139	50	174
139	61	129
139	19	109
139	305	103
139	288	97
139	3	91
139	187	83
139	6	81
139	145	81
140	8	318
140	50	174
140	61	129
140	19	109
140	305	103
140	288	97
140	3	91
140	187	83
140	6	81
140	331	80
141	8	318
141	61	129
141	19	109
141	305	103
141	288	97
141	3	91
141	187	83
141	6	81
141	145	81
141	331	80
142	8	318
142	50	174
142	61	129
142	19	109
142	305	103
142	288	97
142	3	91
142	187	83
142	6	81
142	145	81
143	8	318
143	50	174
143	61	129
143	19	109
143	288	97
143	3	91
143	187	83
143	145	81
143	331	80
143	96	76
144	50	174
144	61	129
144	19	109
144	305	103
144	288	97
144	3	91
144	187	83
144	6	81
144	145	81
144	331	80
145	50	174
145	61	129
145	19	109
145	305	103
145	288	97
145	3	91
145	187	83
145	6	81
145	145	81
145	331	80
146	8	318
146	50	174
146	61	129
146	19	109
146	305	103
146	288	97
146	3	91
146	187	83
146	6	81
146	145	81
147	8	318
147	50	174
147	61	129
147	19	109
147	305	103
147	288	97
147	3	91
147	187	83
147	145	81
147	331	80
148	8	318
148	50	174
148	61	129
148	19	109
148	305	103
148	288	97
148	3	91
148	187	83
148	6	81
148	145	81
149	8	318
149	50	174
149	61	129
149	19	109
149	305	103
149	288	97
149	3	91
149	187	83
149	6	81
149	145	81
150	8	318
150	50	174
150	61	129
150	19	109
150	305	103
150	3	91
150	187	83
150	6	81
150	145	81
150	331	80
151	8	318
151	50	174
151	61	129
151	19	109
151	305	103
151	288	97
151	3	91
151	187	83
151	6	81
151	145	81
152	8	318
152	50	174
152	61	129
152	19	109
152	305	103
152	288	97
152	3	91
152	187	83
152	6	81
152	331	80
153	8	318
153	50	174
153	61	129
153	19	109
153	305	103
153	288	97
153	3	91
153	187	83
153	6	81
153	145	81
154	8	318
154	50	174
154	61	129
154	19	109
154	305	103
154	288	97
154	3	91
154	187	83
154	6	81
154	145	81
155	50	174
155	61	129
155	19	109
155	305	103
155	288	97
155	3	91
155	187	83
155	6	81
155	145	81
155	331	80
156	8	318
156	50	174
156	61	129
156	19	109
156	305	103
156	288	97
156	187	83
156	6	81
156	145	81
156	331	80
157	8	318
157	50	174
157	61	129
157	19	109
157	305	103
157	288	97
157	3	91
157	187	83
157	6	81
157	145	81
158	50	174
158	61	129
158	19	109
158	305	103
158	3	91
158	187	83
158	6	81
158	145	81
158	331	80
158	96	76
159	8	318
159	50	174
159	61	129
159	19	109
159	305	103
159	288	97
159	3	91
159	187	83
159	6	81
159	145	81
160	8	318
160	50	174
160	61	129
160	19	109
160	305	103
160	288	97
160	3	91
160	187	83
160	6	81
160	145	81
161	8	318
161	50	174
161	61	129
161	19	109
161	305	103
161	288	97
161	3	91
161	187	83
161	6	81
161	145	81
162	8	318
162	50	174
162	61	129
162	19	109
162	305	103
162	288	97
162	3	91
162	187	83
162	6	81
162	145	81
163	50	174
163	61	129
163	19	109
163	305	103
163	288	97
163	3	91
163	187	83
163	6	81
163	145	81
163	331	80
164	8	318
164	50	174
164	61	129
164	19	109
164	305	103
164	288	97
164	3	91
164	187	83
164	6	81
164	145	81
165	8	318
165	50	174
165	61	129
165	19	109
165	305	103
165	288	97
165	3	91
165	187	83
165	6	81
165	145	81
166	8	318
166	50	174
166	61	129
166	19	109
166	305	103
166	288	97
166	3	91
166	187	83
166	6	81
166	145	81
167	8	318
167	50	174
167	61	129
167	19	109
167	305	103
167	288	97
167	3	91
167	187	83
167	6	81
167	331	80
168	8	318
168	50	174
168	61	129
168	19	109
168	305	103
168	288	97
168	3	91
168	187	83
168	6	81
168	145	81
169	8	318
169	50	174
169	19	109
169	305	103
169	288	97
169	3	91
169	187	83
169	6	81
169	145	81
169	331	80
170	50	174
170	61	129
170	19	109
170	305	103
170	288	97
170	3	91
170	187	83
170	6	81
170	145	81
170	331	80
171	8	318
171	50	174
171	61	129
171	19	109
171	305	103
171	288	97
171	3	91
171	187	83
171	6	81
171	145	81
172	50	174
172	61	129
172	19	109
172	305	103
172	288	97
172	3	91
172	187	83
172	6	81
172	145	81
172	331	80
173	8	318
173	50	174
173	61	129
173	19	109
173	305	103
173	288	97
173	3	91
173	187	83
173	6	81
173	145	81
174	8	318
174	50	174
174	61	129
174	19	109
174	305	103
174	288	97
174	3	91
174	187	83
174	6	81
174	145	81
175	8	318
175	61	129
175	19	109
175	305	103
175	288	97
175	3	91
175	187	83
175	6	81
175	145	81
175	331	80
176	8	318
176	61	129
176	19	109
176	305	103
176	288	97
176	3	91
176	187	83
176	6	81
176	145	81
176	331	80
177	50	174
177	61	129
177	19	109
177	305	103
177	288	97
177	3	91
177	187	83
177	6	81
177	145	81
177	331	80
178	8	318
178	50	174
178	61	129
178	19	109
178	305	103
178	288	97
178	3	91
178	187	83
178	6	81
178	145	81
179	50	174
179	61	129
179	19	109
179	305	103
179	288	97
179	3	91
179	187	83
179	6	81
179	145	81
179	331	80
180	8	318
180	50	174
180	61	129
180	19	109
180	288	97
180	3	91
180	187	83
180	6	81
180	145	81
180	331	80
181	8	318
181	50	174
181	61	129
181	19	109
181	305	103
181	288	97
181	3	91
181	187	83
181	6	81
181	331	80
182	8	318
182	50	174
182	61	129
182	19	109
182	305	103
182	3	91
182	187	83
182	145	81
182	331	80
182	96	76
183	8	318
183	50	174
183	61	129
183	19	109
183	305	103
183	288	97
183	3	91
183	187	83
183	6	81
183	145	81
184	8	318
184	50	174
184	61	129
184	19	109
184	305	103
184	288	97
184	3	91
184	187	83
184	6	81
184	331	80
185	8	318
185	50	174
185	61	129
185	19	109
185	305	103
185	288	97
185	3	91
185	187	83
185	145	81
185	331	80
186	8	318
186	61	129
186	19	109
186	305	103
186	288	97
186	3	91
186	187	83
186	6	81
186	145	81
186	331	80
187	8	318
187	50	174
187	61	129
187	19	109
187	305	103
187	288	97
187	3	91
187	187	83
187	6	81
187	145	81
188	8	318
188	50	174
188	19	109
188	305	103
188	288	97
188	3	91
188	187	83
188	6	81
188	145	81
188	331	80
189	8	318
189	50	174
189	61	129
189	19	109
189	305	103
189	288	97
189	3	91
189	187	83
189	6	81
189	145	81
190	8	318
190	50	174
190	61	129
190	19	109
190	288	97
190	187	83
190	6	81
190	145	81
190	331	80
190	96	76
191	50	174
191	61	129
191	305	103
191	288	97
191	3	91
191	187	83
191	6	81
191	145	81
191	331	80
191	96	76
192	8	318
192	50	174
192	61	129
192	19	109
192	305	103
192	288	97
192	3	91
192	187	83
192	6	81
192	145	81
193	50	174
193	61	129
193	19	109
193	305	103
193	288	97
193	3	91
193	187	83
193	6	81
193	145	81
193	331	80
194	8	318
194	50	174
194	61	129
194	19	109
194	305	103
194	288	97
194	3	91
194	187	83
194	6	81
194	145	81
195	8	318
195	50	174
195	61	129
195	19	109
195	305	103
195	288	97
195	3	91
195	6	81
195	145	81
195	331	80
196	8	318
196	50	174
196	61	129
196	305	103
196	288	97
196	187	83
196	6	81
196	145	81
196	331	80
196	96	76
197	8	318
197	61	129
197	19	109
197	305	103
197	288	97
197	3	91
197	187	83
197	145	81
197	331	80
197	96	76
198	8	318
198	50	174
198	61	129
198	19	109
198	305	103
198	288	97
198	3	91
198	187	83
198	6	81
198	145	81
199	8	318
199	50	174
199	61	129
199	19	109
199	305	103
199	288	97
199	3	91
199	187	83
199	6	81
199	145	81
200	50	174
200	61	129
200	19	109
200	305	103
200	288	97
200	3	91
200	187	83
200	6	81
200	331	80
200	96	76
201	50	174
201	61	129
201	19	109
201	305	103
201	288	97
201	3	91
201	187	83
201	6	81
201	145	81
201	331	80
202	50	174
202	61	129
202	19	109
202	288	97
202	3	91
202	187	83
202	6	81
202	145	81
202	331	80
202	96	76
203	50	174
203	61	129
203	19	109
203	305	103
203	288	97
203	3	91
203	187	83
203	6	81
203	331	80
203	96	76
204	8	318
204	50	174
204	61	129
204	19	109
204	288	97
204	3	91
204	187	83
204	6	81
204	145	81
204	331	80
205	8	318
205	50	174
205	61	129
205	19	109
205	305	103
205	288	97
205	3	91
205	187	83
205	6	81
205	145	81
206	50	174
206	61	129
206	19	109
206	305	103
206	288	97
206	187	83
206	6	81
206	145	81
206	331	80
206	96	76
207	8	318
207	61	129
207	19	109
207	305	103
207	288	97
207	3	91
207	187	83
207	6	81
207	145	81
207	331	80
208	8	318
208	50	174
208	61	129
208	19	109
208	305	103
208	288	97
208	3	91
208	187	83
208	6	81
208	145	81
209	8	318
209	50	174
209	61	129
209	305	103
209	288	97
209	3	91
209	187	83
209	6	81
209	145	81
209	331	80
210	50	174
210	61	129
210	19	109
210	305	103
210	288	97
210	3	91
210	187	83
210	6	81
210	145	81
210	331	80
211	50	174
211	61	129
211	19	109
211	288	97
211	3	91
211	187	83
211	6	81
211	145	81
211	96	76
211	254	76
212	50	174
212	61	129
212	19	109
212	305	103
212	288	97
212	3	91
212	187	83
212	6	81
212	145	81
212	331	80
213	8	318
213	50	174
213	61	129
213	19	109
213	305	103
213	288	97
213	187	83
213	6	81
213	145	81
213	331	80
214	8	318
214	50	174
214	61	129
214	19	109
214	288	97
214	3	91
214	187	83
214	6	81
214	145	81
214	331	80
215	8	318
215	50	174
215	61	129
215	19	109
215	305	103
215	288	97
215	3	91
215	187	83
215	6	81
215	145	81
216	8	318
216	50	174
216	61	129
216	19	109
216	305	103
216	288	97
216	3	91
216	187	83
216	6	81
216	145	81
217	8	318
217	61	129
217	19	109
217	305	103
217	288	97
217	3	91
217	187	83
217	6	81
217	145	81
217	331	80
218	8	318
218	50	174
218	61	129
218	19	109
218	288	97
218	3	91
218	187	83
218	6	81
218	145	81
218	331	80
219	8	318
219	50	174
219	61	129
219	19	109
219	305	103
219	288	97
219	3	91
219	187	83
219	6	81
219	145	81
220	8	318
220	50	174
220	61	129
220	19	109
220	305	103
220	288	97
220	3	91
220	187	83
220	6	81
220	145	81
221	8	318
221	50	174
221	61	129
221	19	109
221	305	103
221	288	97
221	3	91
221	187	83
221	6	81
221	145	81
222	8	318
222	61	129
222	305	103
222	288	97
222	3	91
222	187	83
222	6	81
222	145	81
222	331	80
222	96	76
223	8	318
223	305	103
223	288	97
223	3	91
223	187	83
223	6	81
223	145	81
223	331	80
223	96	76
223	278	75
224	8	318
224	50	174
224	61	129
224	305	103
224	288	97
224	3	91
224	6	81
224	145	81
224	331	80
224	96	76
225	8	318
225	50	174
225	61	129
225	19	109
225	305	103
225	288	97
225	3	91
225	187	83
225	6	81
225	145	81
226	8	318
226	50	174
226	61	129
226	19	109
226	305	103
226	288	97
226	3	91
226	187	83
226	6	81
226	145	81
227	8	318
227	50	174
227	61	129
227	19	109
227	305	103
227	288	97
227	3	91
227	187	83
227	6	81
227	145	81
228	8	318
228	50	174
228	61	129
228	19	109
228	305	103
228	288	97
228	3	91
228	187	83
228	6	81
228	145	81
229	8	318
229	50	174
229	19	109
229	305	103
229	288	97
229	3	91
229	187	83
229	6	81
229	145	81
229	331	80
230	8	318
230	50	174
230	61	129
230	19	109
230	288	97
230	3	91
230	187	83
230	6	81
230	145	81
230	331	80
231	8	318
231	50	174
231	61	129
231	19	109
231	305	103
231	288	97
231	3	91
231	187	83
231	6	81
231	145	81
232	8	318
232	50	174
232	61	129
232	19	109
232	305	103
232	288	97
232	3	91
232	187	83
232	6	81
232	145	81
233	8	318
233	50	174
233	61	129
233	19	109
233	305	103
233	288	97
233	3	91
233	187	83
233	6	81
233	145	81
234	50	174
234	61	129
234	19	109
